tx_coord,receiver_0,receiver_1,receiver_2,receiver_3,receiver_4,receiver_5,receiver_6,receiver_7,receiver_8,class_label,best_tile_localization,best_Localization_value
"(7, 1)",-45.0,-60.0,-73.0,,-44.0,-67.0,-77.0,-77.0,-83.0,1191,"(12, 9)",-28.85649796840166
"(7, 1)",-53.0,-68.0,,,-56.0,-60.0,,,-76.0,1191,"(12, 9)",-25.328811390880645
"(7, 1)",-40.0,-46.0,-66.0,,-42.0,-52.0,-75.0,-77.0,,1191,"(12, 9)",-17.77084471213392
"(7, 1)",-35.0,-56.0,,,-38.0,-63.0,,-72.0,-82.0,1191,"(12, 9)",-23.400845870080374
"(7, 1)",-44.0,,-68.0,,,-57.0,-68.0,-61.0,-65.0,1191,"(9, 71)",-11.89571501507919
"(7, 1)",-37.0,,,,,,,-72.0,-78.0,1191,"(16, 12)",-20.54405192513525
"(7, 1)",,,,,,,,,-79.0,1191,"(1, 105)",-45.81624595869312
"(7, 1)",-41.0,-51.0,,,-44.0,,,-77.0,-67.0,1191,"(12, 9)",-13.056902318653668
"(7, 1)",,-68.0,-68.0,,-46.0,-53.0,-72.0,-80.0,-70.0,1191,"(8, 11)",-22.01863019498288
"(7, 1)",-61.0,-69.0,-71.0,-83.0,-48.0,-59.0,,-77.0,-80.0,1191,"(8, 11)",-27.173202959206087
"(7, 1)",-46.0,-68.0,-70.0,,-42.0,-63.0,-81.0,-78.0,-80.0,1191,"(12, 9)",-29.208286906186547
"(7, 1)",-54.0,-60.0,-71.0,,-47.0,-65.0,-74.0,-78.0,-76.0,1191,"(12, 9)",-24.932108686753036
"(7, 1)",-48.0,-60.0,-63.0,-78.0,-46.0,-53.0,-67.0,-67.0,-68.0,1191,"(11, 30)",-13.710154003176646
"(7, 1)",-47.0,,,-74.0,-54.0,,,,-68.0,1191,"(12, 10)",-12.303813424261367
"(7, 1)",-51.0,-53.0,-67.0,-82.0,-47.0,-53.0,-73.0,-69.0,-69.0,1191,"(11, 10)",-16.944850837208783
"(7, 1)",,-62.0,,,-49.0,-66.0,,,,1191,"(11, 10)",-28.230820081838257
"(7, 1)",,,-67.0,,-50.0,,,,-68.0,1191,"(9, 75)",-11.100222882894998
"(7, 1)",-46.0,-56.0,-62.0,,,,-70.0,,-65.0,1191,"(16, 33)",-12.168585864605754
"(7, 1)",-35.0,-49.0,,,-49.0,-58.0,-68.0,,-87.0,1191,"(12, 9)",-23.48484416093175
"(7, 1)",,-53.0,-75.0,,,-59.0,-67.0,-65.0,-64.0,1191,"(11, 47)",-18.85333333882806
"(7, 1)",,-69.0,-75.0,-76.0,,,-70.0,,,1191,"(16, 66)",-33.1808354062269
"(7, 1)",,-53.0,-68.0,-77.0,-47.0,-52.0,-75.0,,-64.0,1191,"(11, 30)",-16.51646880212657
"(7, 1)",-54.0,-65.0,,,-44.0,,-83.0,,,1191,"(12, 9)",-37.489347023800974
"(7, 1)",-55.0,-54.0,-61.0,-73.0,-47.0,-58.0,-66.0,-73.0,,1191,"(13, 14)",-15.340386466671962
"(7, 1)",-35.0,-50.0,-71.0,,-42.0,,-72.0,-70.0,-87.0,1191,"(12, 9)",-22.28296126877285
"(7, 1)",-41.0,-49.0,,,-53.0,-58.0,-74.0,,-73.0,1191,"(14, 11)",-19.09125329986896
"(7, 1)",,-57.0,-70.0,,-45.0,,,-73.0,-70.0,1191,"(8, 11)",-15.692855728025135
"(7, 1)",-48.0,-69.0,-77.0,,,,,-77.0,,1191,"(16, 12)",-30.566661529187332
"(7, 1)",,-54.0,-70.0,,-37.0,-57.0,-77.0,,-77.0,1191,"(8, 11)",-22.609020050307475
"(7, 1)",-50.0,-61.0,,,-39.0,-67.0,-84.0,,,1191,"(12, 9)",-34.58571936785684
"(7, 1)",-48.0,-52.0,,,-56.0,-45.0,,,,1191,"(11, 13)",-15.312566099374749
"(7, 1)",-48.0,-68.0,,,-33.0,,-83.0,,-86.0,1191,"(12, 9)",-39.55043509357031
"(7, 1)",-52.0,,,,-44.0,,-74.0,-75.0,,1191,"(12, 9)",-26.49869827005234
"(7, 1)",-44.0,-63.0,,,-56.0,-53.0,-69.0,-67.0,,1191,"(14, 11)",-18.76793870262861
"(7, 1)",-46.0,-53.0,-68.0,-78.0,,-54.0,-70.0,-79.0,-65.0,1191,"(12, 30)",-18.522298881474164
"(7, 1)",-51.0,-66.0,-80.0,,-34.0,-71.0,-82.0,-77.0,,1191,"(12, 9)",-34.5282035677004
"(7, 1)",-51.0,-69.0,-77.0,,-63.0,,-81.0,-81.0,-79.0,1191,"(12, 9)",-33.202650114654844
"(7, 1)",,-60.0,-68.0,,,,,-68.0,,1191,"(11, 73)",-22.962261224040322
"(7, 1)",-57.0,-67.0,-74.0,,-52.0,-62.0,-79.0,-78.0,-76.0,1191,"(12, 9)",-28.128147549140948
"(7, 1)",-37.0,,,,-49.0,-65.0,-79.0,,-80.0,1191,"(12, 9)",-32.208104709236174
"(7, 1)",,-55.0,,,-44.0,,-71.0,,-68.0,1191,"(8, 11)",-15.48500858390837
"(7, 1)",-54.0,-65.0,,,-46.0,-56.0,,-75.0,,1191,"(12, 9)",-23.526212681297185
"(7, 1)",-43.0,-53.0,-72.0,-75.0,-45.0,-61.0,-74.0,,,1191,"(12, 9)",-21.514319291676383
"(7, 1)",-40.0,-65.0,-84.0,,-53.0,-73.0,-81.0,-79.0,-81.0,1191,"(12, 9)",-35.53004395431279
"(7, 1)",,-65.0,-80.0,,,-66.0,-79.0,,-82.0,1191,"(11, 29)",-39.83457842433172
"(7, 1)",-50.0,-61.0,-72.0,,-57.0,-62.0,-77.0,-78.0,-76.0,1191,"(12, 9)",-25.730021550489358
"(7, 1)",-44.0,,-80.0,,-45.0,-69.0,,-80.0,-79.0,1191,"(12, 9)",-31.859340108104664
"(7, 1)",,,-77.0,,-49.0,-59.0,-76.0,-76.0,-76.0,1191,"(7, 11)",-26.768274809653764
"(7, 1)",-44.0,-55.0,,,-54.0,-54.0,-73.0,-68.0,,1191,"(14, 11)",-18.490190697507117
"(7, 1)",-42.0,,,,-45.0,-59.0,,,-70.0,1191,"(12, 9)",-15.001396393963757
"(7, 1)",-57.0,-66.0,-75.0,,-54.0,-61.0,-81.0,-76.0,-73.0,1191,"(12, 9)",-26.936765766539207
"(7, 1)",-43.0,-55.0,-70.0,,-44.0,-62.0,-73.0,,-69.0,1191,"(12, 9)",-18.814776250472786
"(7, 1)",-48.0,-56.0,,-73.0,-45.0,-60.0,-65.0,,,1191,"(12, 9)",-17.501493395006403
"(7, 1)",-46.0,-70.0,,,,-66.0,-83.0,,,1191,"(16, 12)",-37.56575700964891
"(7, 1)",-48.0,-53.0,-64.0,,-44.0,-60.0,-72.0,-74.0,-68.0,1191,"(12, 9)",-15.781696103620279
"(7, 1)",,-55.0,-65.0,-77.0,-46.0,,-75.0,-72.0,-75.0,1191,"(11, 74)",-20.66702002999548
"(7, 1)",-47.0,-52.0,-59.0,,-49.0,,-68.0,-62.0,-66.0,1191,"(13, 15)",-8.006956828474234
"(7, 1)",-41.0,,,,,,-70.0,,-68.0,1191,"(16, 12)",-14.170960105606193
"(7, 1)",-49.0,-67.0,-61.0,,-55.0,,-73.0,-68.0,-64.0,1191,"(13, 14)",-14.309864925952208
"(7, 1)",,,,,-47.0,-56.0,,,-68.0,1191,"(6, 11)",-12.329916595321802
"(7, 1)",-47.0,-44.0,-68.0,,-49.0,,-75.0,-74.0,-68.0,1191,"(14, 15)",-15.719916675705322
"(7, 1)",-51.0,-59.0,,,-53.0,-49.0,-69.0,-66.0,-67.0,1191,"(13, 15)",-14.248315957129941
"(7, 1)",-41.0,-49.0,-74.0,,-41.0,-54.0,-78.0,-75.0,-70.0,1191,"(12, 9)",-19.678208084059072
"(7, 1)",-45.0,-64.0,,,-47.0,-64.0,-78.0,,-75.0,1191,"(12, 9)",-27.800749374438777
"(7, 1)",-40.0,-48.0,-71.0,-77.0,-46.0,-62.0,-79.0,-68.0,-71.0,1191,"(12, 9)",-18.742823985416805
"(7, 1)",,-55.0,-66.0,,,-53.0,-66.0,-65.0,-68.0,1191,"(11, 69)",-16.66805763458692
"(7, 1)",-49.0,-66.0,-72.0,,-44.0,-64.0,-78.0,-76.0,-82.0,1191,"(12, 9)",-28.799143645005586
"(7, 1)",-46.0,,,,-29.0,,,,,1191,"(9, 5)",-11.091406749951297
"(7, 1)",-56.0,-63.0,-77.0,,-40.0,-59.0,-80.0,-79.0,,1191,"(12, 9)",-30.06431205768722
"(7, 1)",-41.0,-44.0,,,-44.0,-50.0,-72.0,,-69.0,1191,"(12, 9)",-12.163935333752637
"(7, 1)",-51.0,,,,-47.0,-60.0,,,,1191,"(12, 9)",-23.969210787439906
"(7, 1)",-47.0,-65.0,-73.0,,-52.0,-66.0,,-79.0,-78.0,1191,"(12, 9)",-27.163874917563408
"(7, 1)",,,-78.0,,-31.0,-64.0,-76.0,,-81.0,1191,"(8, 11)",-31.568765100580436
"(7, 1)",-58.0,-63.0,,,-54.0,-61.0,,,-76.0,1191,"(11, 10)",-23.703752292875727
"(7, 1)",,,-68.0,,-44.0,,-73.0,,,1191,"(8, 11)",-21.649259786484176
"(7, 1)",-56.0,-73.0,-69.0,,-54.0,-62.0,-80.0,-75.0,-82.0,1191,"(12, 9)",-29.134281482187813
"(7, 1)",,-67.0,-70.0,,,-56.0,-76.0,-80.0,-85.0,1191,"(11, 29)",-34.966740634755396
"(7, 1)",-47.0,-60.0,-64.0,,-53.0,-59.0,-65.0,-70.0,-67.0,1191,"(14, 11)",-14.381376851629538
"(7, 1)",,-47.0,-68.0,,,-54.0,-68.0,-77.0,-70.0,1191,"(11, 29)",-22.349576242335516
"(7, 1)",-50.0,-58.0,-70.0,,-49.0,-59.0,-69.0,-63.0,-65.0,1191,"(13, 14)",-13.916575806660802
"(7, 1)",-56.0,,,,-43.0,,-74.0,,,1191,"(12, 9)",-30.75341763061185
"(7, 1)",,,-66.0,,,,-74.0,-75.0,-67.0,1191,"(8, 87)",-34.142150443554115
"(7, 1)",-48.0,-52.0,-63.0,-81.0,-43.0,-57.0,-72.0,,-61.0,1191,"(11, 10)",-13.889030986061865
"(7, 1)",-52.0,,,,-39.0,-64.0,-83.0,,,1191,"(12, 9)",-37.29122824404152
"(7, 1)",,-67.0,-67.0,,-50.0,-64.0,-77.0,-79.0,-76.0,1191,"(8, 11)",-26.49294099659188
"(7, 1)",,-54.0,-71.0,,,,-77.0,-76.0,,1191,"(17, 33)",-32.28683612756936
"(7, 1)",-41.0,-51.0,,,-44.0,-61.0,-78.0,-73.0,-77.0,1191,"(12, 9)",-22.910484435667858
"(7, 1)",-43.0,-50.0,-75.0,,-44.0,-52.0,-70.0,-71.0,-68.0,1191,"(12, 9)",-15.55107712243941
"(7, 1)",-50.0,-57.0,-64.0,-83.0,-43.0,-56.0,-66.0,-64.0,-67.0,1191,"(11, 10)",-14.163668428736427
"(7, 1)",-45.0,-59.0,-65.0,-75.0,-46.0,-58.0,,-65.0,-65.0,1191,"(14, 11)",-11.414670701040906
"(7, 1)",-45.0,,-64.0,,-44.0,,-67.0,,-66.0,1191,"(12, 10)",-8.648441438815812
"(7, 1)",,-72.0,-69.0,,,,-76.0,-77.0,-72.0,1191,"(8, 80)",-34.9258937689396
"(7, 1)",-38.0,-51.0,-65.0,-79.0,-46.0,-56.0,-76.0,-68.0,-82.0,1191,"(12, 9)",-19.775539624579306
"(7, 1)",-50.0,-48.0,,,-50.0,-52.0,-69.0,,,1191,"(14, 15)",-16.28595928524755
"(7, 1)",-35.0,-70.0,,,-48.0,-71.0,,,-78.0,1191,"(12, 9)",-31.65864156713468
"(7, 1)",-57.0,-64.0,,,-64.0,-66.0,-74.0,,-74.0,1191,"(16, 12)",-27.068852063810944
"(7, 1)",-48.0,-65.0,-69.0,,-58.0,-66.0,-82.0,,-79.0,1191,"(12, 9)",-28.936352579531967
"(7, 1)",-43.0,-56.0,-64.0,,-44.0,,,-68.0,-71.0,1191,"(12, 9)",-10.349906916114726
"(7, 1)",,,-78.0,,-51.0,,-85.0,,-77.0,1191,"(8, 11)",-34.70178828486063
"(7, 1)",-51.0,-63.0,,,-30.0,-62.0,,,,1191,"(12, 9)",-26.360436190580707
"(7, 1)",-58.0,-61.0,-79.0,,-37.0,-62.0,-84.0,,-80.0,1191,"(12, 9)",-31.900000306439967
"(7, 1)",-44.0,-52.0,-67.0,,-49.0,,-71.0,-71.0,,1191,"(12, 9)",-16.122569639280588
"(7, 1)",-52.0,-65.0,-67.0,,-44.0,-55.0,-78.0,,-83.0,1191,"(12, 9)",-25.976504549566094
"(7, 1)",,-50.0,-67.0,,-41.0,-70.0,-76.0,-72.0,,1191,"(11, 10)",-21.81053390709012
"(7, 1)",,-59.0,-60.0,-78.0,,-48.0,-78.0,,-67.0,1191,"(10, 30)",-21.093005708801876
"(7, 1)",-52.0,-65.0,-67.0,-77.0,-54.0,-51.0,,-63.0,,1191,"(13, 14)",-16.14876096246354
"(7, 1)",-49.0,-58.0,,,-32.0,-66.0,,,,1191,"(12, 9)",-25.61042460571755
"(7, 1)",,,,,-48.0,,,,,1191,"(13, 9)",-13.128630168276448
"(7, 1)",-41.0,-46.0,,,-61.0,-64.0,-77.0,,-71.0,1191,"(16, 12)",-21.83736169825506
"(7, 1)",-48.0,-67.0,-77.0,,,,,,-79.0,1191,"(16, 12)",-29.66466173231648
"(7, 1)",-48.0,-55.0,-66.0,,,,-74.0,-66.0,,1191,"(16, 33)",-16.76235762677279
"(7, 1)",,,,,,,-82.0,,,1191,"(15, 42)",-49.5986520118104
"(7, 1)",-53.0,-52.0,-62.0,-79.0,-47.0,-47.0,-67.0,-66.0,-67.0,1191,"(10, 28)",-12.74946747160647
"(7, 1)",-55.0,-55.0,,,-49.0,-49.0,-68.0,,,1191,"(11, 13)",-17.83636876418622
"(7, 1)",-51.0,-66.0,-69.0,,-49.0,-64.0,-75.0,,-74.0,1191,"(12, 9)",-24.284816944568348
"(7, 1)",-43.0,,,,-32.0,-66.0,,,,1191,"(12, 9)",-30.76860512560338
"(7, 1)",-51.0,-60.0,-76.0,,-43.0,-64.0,-84.0,-79.0,-81.0,1191,"(12, 9)",-31.180707429583702
"(7, 1)",-47.0,-56.0,-60.0,,-55.0,-54.0,,,-63.0,1191,"(13, 14)",-10.228929022965978
"(7, 1)",-41.0,-55.0,-71.0,-78.0,-48.0,-55.0,-76.0,,,1191,"(12, 9)",-22.185397153305992
"(7, 1)",,-47.0,-68.0,-81.0,-49.0,-53.0,-68.0,-73.0,,1191,"(11, 29)",-20.78050910643027
"(7, 1)",,-57.0,-67.0,,-46.0,-61.0,-67.0,,-65.0,1191,"(11, 30)",-15.110057354862969
"(7, 1)",-56.0,-61.0,-74.0,-77.0,-46.0,,-69.0,-67.0,-64.0,1191,"(11, 10)",-16.46002480591247
"(7, 1)",-38.0,-65.0,,,-44.0,,,,-79.0,1191,"(12, 9)",-27.281790737096635
"(7, 1)",-38.0,-49.0,,,-45.0,-58.0,-76.0,,-83.0,1191,"(12, 9)",-24.8354450325133
"(7, 1)",-47.0,-51.0,-70.0,,-44.0,-56.0,-69.0,-66.0,-66.0,1191,"(11, 10)",-12.535347414783084
"(7, 1)",-45.0,,-67.0,-81.0,,-68.0,-71.0,,-64.0,1191,"(13, 70)",-19.381095851667897
"(7, 1)",-45.0,-62.0,,-85.0,-49.0,-62.0,-74.0,,-77.0,1191,"(12, 9)",-28.24446030719701
"(7, 1)",-50.0,-62.0,,-79.0,-57.0,-55.0,,,-69.0,1191,"(14, 11)",-19.416006886862146
"(7, 1)",-49.0,,-64.0,-78.0,-49.0,-55.0,-72.0,,,1191,"(12, 9)",-18.545308744060716
"(7, 1)",-50.0,-68.0,-78.0,,-47.0,-63.0,-79.0,-76.0,-78.0,1191,"(12, 9)",-29.797666467673512
"(7, 1)",-52.0,-63.0,-67.0,,-53.0,,-81.0,-75.0,-84.0,1191,"(12, 9)",-27.714922894546977
"(7, 1)",-35.0,,-75.0,,,-65.0,,,-84.0,1191,"(16, 12)",-31.005546934394033
"(7, 1)",-46.0,-66.0,-74.0,,-50.0,-65.0,-75.0,,-73.0,1191,"(12, 9)",-25.972005742815035
"(7, 1)",-60.0,-70.0,-68.0,,-56.0,-67.0,-74.0,,-79.0,1191,"(12, 9)",-27.270484118538434
"(7, 1)",,-62.0,-73.0,,-30.0,-63.0,-81.0,,-79.0,1191,"(8, 11)",-29.064470087376414
"(7, 1)",-42.0,-48.0,,,,-66.0,-73.0,,-80.0,1191,"(16, 12)",-25.107954075435508
"(7, 1)",-43.0,-59.0,-67.0,,-47.0,-60.0,-66.0,,-64.0,1191,"(12, 9)",-13.764224361700963
"(7, 1)",,-67.0,-69.0,,,-60.0,-75.0,-78.0,-81.0,1191,"(7, 31)",-31.780716459242274
"(7, 1)",-44.0,-59.0,-62.0,-77.0,,-59.0,,-71.0,-69.0,1191,"(16, 12)",-15.246000518132524
"(7, 1)",-42.0,-43.0,-65.0,,-42.0,-51.0,-72.0,,-74.0,1191,"(12, 9)",-13.269008878754075
"(7, 1)",-46.0,-53.0,-59.0,,-49.0,-52.0,-71.0,-64.0,-66.0,1191,"(13, 14)",-10.20966785877288
"(7, 1)",-59.0,-57.0,-68.0,-83.0,-50.0,-66.0,-74.0,-77.0,-75.0,1191,"(11, 10)",-24.54095441246976
"(7, 1)",,,-67.0,,-58.0,,-81.0,-76.0,-85.0,1191,"(8, 80)",-33.45430707059515
"(7, 1)",,-63.0,,,,,-69.0,-62.0,,1191,"(8, 72)",-22.109666071952933
"(7, 1)",-52.0,-51.0,-66.0,-74.0,-44.0,-52.0,-71.0,,-65.0,1191,"(11, 10)",-13.195716868735175
"(7, 1)",-57.0,-62.0,-74.0,-83.0,-50.0,-61.0,-78.0,-81.0,-75.0,1191,"(12, 9)",-28.14088919653892
"(7, 1)",,-60.0,-78.0,,-38.0,-59.0,,,,1191,"(8, 11)",-26.280117932067384
"(7, 1)",-50.0,,-60.0,-77.0,,,-69.0,-72.0,-66.0,1191,"(7, 85)",-21.542852913819157
"(7, 1)",-50.0,-68.0,-70.0,,-54.0,-59.0,-79.0,-80.0,-77.0,1191,"(12, 9)",-27.51076963695927
"(7, 1)",,,-61.0,-73.0,,-60.0,,-69.0,-66.0,1191,"(14, 95)",-23.607500566548907
"(7, 1)",-56.0,,-68.0,,-48.0,-52.0,,,,1191,"(11, 10)",-16.65400843284389
"(7, 1)",-44.0,-52.0,-62.0,,-45.0,,-67.0,-65.0,-66.0,1191,"(15, 14)",-8.23589824986867
"(7, 1)",-44.0,,-71.0,,-41.0,-75.0,,,-73.0,1191,"(12, 9)",-24.338708299784184
"(7, 1)",-39.0,-74.0,,,-56.0,,-79.0,,-85.0,1191,"(12, 9)",-39.00783902855258
"(7, 1)",-43.0,-51.0,,,-51.0,-64.0,-72.0,,-65.0,1191,"(14, 11)",-16.489872831956113
"(7, 1)",-49.0,-52.0,-60.0,-81.0,-48.0,-61.0,-69.0,,-67.0,1191,"(14, 14)",-15.046929612215846
"(7, 1)",-48.0,-53.0,-61.0,-78.0,-50.0,-65.0,-66.0,,-65.0,1191,"(14, 14)",-14.175727996559022
"(7, 1)",-40.0,-54.0,,,-46.0,-55.0,-78.0,,-70.0,1191,"(12, 9)",-19.665279414171316
"(7, 1)",,,,,,,,-74.0,-71.0,1191,"(4, 114)",-39.8447533103757
"(7, 1)",-53.0,-62.0,,-85.0,-36.0,-59.0,-80.0,-80.0,,1191,"(12, 9)",-31.7059795981256
"(7, 1)",-39.0,-45.0,,,-45.0,-51.0,-67.0,,-70.0,1191,"(14, 11)",-11.299495465478959
"(7, 1)",-58.0,-64.0,-68.0,,-65.0,-59.0,-77.0,-79.0,-76.0,1191,"(10, 30)",-26.54074583898376
"(7, 1)",-36.0,-63.0,-74.0,,-33.0,,-76.0,,,1191,"(12, 9)",-28.324976316087817
"(7, 1)",-48.0,-67.0,-77.0,,-52.0,-66.0,-77.0,-81.0,-84.0,1191,"(12, 9)",-32.972267098401026
"(7, 1)",-54.0,-63.0,-81.0,,-38.0,-67.0,,,,1191,"(12, 9)",-31.93956494455612
"(7, 1)",-42.0,,-67.0,-78.0,,,,-63.0,-64.0,1191,"(14, 98)",-16.385382395168126
"(7, 1)",-51.0,-66.0,-63.0,,-46.0,-63.0,-72.0,-66.0,-65.0,1191,"(11, 10)",-15.342146247083127
"(7, 1)",-48.0,-49.0,-67.0,,-48.0,-53.0,-77.0,-70.0,-63.0,1191,"(13, 14)",-13.716903626555633
"(7, 1)",-44.0,-50.0,-67.0,,-45.0,-57.0,-69.0,-70.0,-66.0,1191,"(12, 9)",-12.704329194605656
"(7, 1)",-43.0,-52.0,,,,-56.0,-71.0,,-69.0,1191,"(16, 12)",-16.886020450089944
"(7, 1)",-45.0,-54.0,-72.0,-78.0,-45.0,-57.0,-68.0,,-64.0,1191,"(12, 9)",-15.844853797635333
"(7, 1)",,-50.0,,,-48.0,-53.0,,,-67.0,1191,"(13, 14)",-11.11495816259974
"(7, 1)",-43.0,-54.0,,,-46.0,-59.0,-69.0,,-67.0,1191,"(12, 9)",-15.425254744528212
"(7, 1)",,,,,-52.0,-64.0,,,,1191,"(6, 11)",-29.13846306879896
"(7, 1)",-50.0,-52.0,-62.0,,-47.0,-58.0,-67.0,-70.0,-71.0,1191,"(13, 14)",-13.680706459415855
"(7, 1)",-41.0,-59.0,-66.0,-80.0,,-59.0,-68.0,-66.0,-66.0,1191,"(13, 34)",-15.99046803039208
"(7, 1)",-37.0,-68.0,,,-32.0,,-79.0,-76.0,,1191,"(12, 9)",-31.996818752843208
"(7, 1)",,,-66.0,-75.0,-48.0,,-75.0,-70.0,-61.0,1191,"(9, 90)",-21.163207735173714
"(7, 1)",-49.0,-49.0,,,-43.0,-53.0,-68.0,,-68.0,1191,"(11, 10)",-12.914382967002101
"(7, 1)",-54.0,,,,-51.0,-48.0,,,,1191,"(9, 12)",-16.322305064856582
"(7, 1)",-55.0,-71.0,-69.0,,-57.0,-61.0,,-80.0,-69.0,1191,"(14, 11)",-22.753380614711574
"(7, 1)",,,,,-37.0,,,,-84.0,1191,"(5, 11)",-36.33782006274459
"(7, 1)",,-61.0,,,-33.0,-68.0,-81.0,-73.0,,1191,"(8, 11)",-29.771541984762514
"(7, 1)",-41.0,-47.0,-65.0,,,-53.0,-68.0,-72.0,-66.0,1191,"(12, 30)",-12.533937330806936
"(7, 1)",,-54.0,,,-37.0,,,,,1191,"(11, 10)",-15.884537010834135
"(7, 1)",-47.0,-57.0,-64.0,,-42.0,-53.0,-66.0,-68.0,-68.0,1191,"(11, 10)",-11.912635253403755
"(7, 1)",-50.0,-61.0,-71.0,,-45.0,-65.0,-76.0,-76.0,-73.0,1191,"(12, 9)",-24.019859545103625
"(7, 1)",-45.0,,-63.0,,,-53.0,-75.0,-68.0,-69.0,1191,"(10, 31)",-14.43863788225243
"(7, 1)",-47.0,-55.0,-60.0,,,-50.0,-75.0,-65.0,,1191,"(11, 30)",-14.26377734379309
"(7, 1)",-41.0,-52.0,-68.0,-81.0,,-53.0,-74.0,-79.0,,1191,"(16, 12)",-22.966058787312765
"(7, 1)",,,-72.0,-79.0,,,,-70.0,-82.0,1191,"(13, 102)",-43.784765597611745
"(7, 1)",-44.0,-51.0,-68.0,,-43.0,-62.0,-76.0,,,1191,"(12, 9)",-21.37545303860051
"(7, 1)",-43.0,,-63.0,,-44.0,-57.0,,,-68.0,1191,"(13, 10)",-9.127450992619913
"(7, 1)",,,,,-33.0,-67.0,,,,1191,"(6, 10)",-32.181077119583016
"(7, 1)",,-52.0,-70.0,,-44.0,-55.0,-76.0,-71.0,-74.0,1191,"(8, 11)",-19.285466371238893
"(7, 1)",,-62.0,-72.0,,,-64.0,-76.0,-76.0,,1191,"(11, 29)",-31.502073055250126
"(7, 1)",-48.0,,-69.0,,-44.0,-59.0,,,,1191,"(12, 9)",-18.904113638607264
"(7, 1)",-48.0,-61.0,-72.0,-82.0,-45.0,-64.0,-77.0,-74.0,-73.0,1191,"(12, 9)",-24.833358147452458
"(7, 1)",-39.0,-70.0,,,-32.0,-75.0,-74.0,,,1191,"(12, 9)",-35.55081496589896
"(7, 1)",-40.0,-55.0,,-73.0,-55.0,-57.0,,,-77.0,1191,"(14, 11)",-18.6493820117265
"(7, 1)",-50.0,,,,,,,,,1191,"(22, 12)",-15.128954204976203
"(7, 1)",-40.0,-45.0,-65.0,,-52.0,-59.0,-71.0,,,1191,"(16, 12)",-16.127612555073092
"(7, 1)",-42.0,-53.0,,,-44.0,-65.0,-74.0,,,1191,"(12, 9)",-24.936027241283696
"(7, 1)",-38.0,-47.0,,-80.0,-48.0,-52.0,-72.0,-77.0,-71.0,1191,"(12, 9)",-18.645231668018248
"(7, 1)",,,-66.0,,,,,,,1191,"(24, 91)",-31.15912216259599
"(7, 1)",-43.0,-57.0,-66.0,-80.0,-46.0,-57.0,-69.0,-64.0,-66.0,1191,"(12, 9)",-14.01363415467776
"(7, 1)",-53.0,-64.0,-79.0,,-39.0,-61.0,-83.0,-82.0,,1191,"(12, 9)",-33.7053433458759
"(7, 1)",,-62.0,,,-31.0,,-81.0,-76.0,,1191,"(8, 11)",-30.987102343434355
"(7, 1)",-40.0,,-71.0,,-49.0,,,-76.0,-76.0,1191,"(12, 9)",-20.806167820104758
"(7, 1)",-44.0,-61.0,-62.0,-76.0,-43.0,-53.0,-69.0,-64.0,-68.0,1191,"(12, 9)",-12.3909758083116
"(7, 1)",-37.0,-66.0,-82.0,,-48.0,-65.0,,,-79.0,1191,"(12, 9)",-31.177205723805315
"(7, 1)",-50.0,-58.0,-79.0,-82.0,-36.0,-66.0,-81.0,-84.0,-89.0,1191,"(12, 9)",-34.982738472012464
"(7, 1)",-58.0,-67.0,-80.0,,-49.0,-64.0,-80.0,,-72.0,1191,"(12, 9)",-29.52453194487324
"(7, 1)",,-69.0,-68.0,,-50.0,,-76.0,-75.0,-82.0,1191,"(8, 11)",-27.387585119921333
"(7, 1)",-54.0,,,,-58.0,,,-75.0,-82.0,1191,"(12, 9)",-27.037656102022034
"(7, 1)",-41.0,-46.0,,-81.0,-47.0,-58.0,-76.0,-69.0,-71.0,1191,"(12, 9)",-18.44424952385202
"(7, 1)",-51.0,-56.0,-80.0,,-36.0,,-73.0,-81.0,-80.0,1191,"(12, 9)",-28.87477863457854
"(7, 1)",-36.0,-45.0,-71.0,,-49.0,-66.0,-69.0,-77.0,,1191,"(12, 9)",-20.53060846135011
"(7, 1)",,,-57.0,,-52.0,,-66.0,,,1191,"(13, 69)",-12.192017377859875
"(7, 1)",-35.0,-48.0,,,-46.0,-71.0,-69.0,-71.0,,1191,"(12, 9)",-20.36592309818524
"(7, 1)",-63.0,-66.0,-75.0,-85.0,-45.0,-63.0,-81.0,,-74.0,1191,"(12, 9)",-29.8564403564085
"(7, 1)",-46.0,-66.0,-74.0,,-49.0,-65.0,-78.0,-76.0,-86.0,1191,"(12, 9)",-30.982139305324242
"(7, 1)",-48.0,,-74.0,,-40.0,-62.0,,,-84.0,1191,"(12, 9)",-28.836033022826495
"(7, 1)",,-46.0,,,-45.0,,-77.0,,,1191,"(14, 15)",-21.254785072237986
"(7, 1)",-42.0,-58.0,-65.0,-75.0,-49.0,-52.0,,,-65.0,1191,"(14, 11)",-12.037732484510535
"(7, 1)",-46.0,-68.0,-83.0,,-31.0,-67.0,,,-84.0,1191,"(12, 9)",-35.384242319552826
"(7, 1)",-62.0,-64.0,-69.0,,-53.0,-65.0,-77.0,,-77.0,1191,"(11, 10)",-26.321621631120433
"(7, 1)",-40.0,,-71.0,,-52.0,-52.0,,-69.0,-77.0,1191,"(13, 10)",-16.6572406605603
