location,corners,center,sensor_distances,calculated_RSSI,avg_RSSI,mode_RSSI,best_RSSI,is_emitter,score,hasSensor,localizationGuesses
"(24, 2)","((26.713550354160677, -80.05693517710063), (26.713550354160677, -80.05692510931783), (26.713559347376737, -80.05693517710063), (26.713559347376737, -80.05692510931783))","(26.71355485076871, -80.05693014320923)","{'57': 5.216186381846166, '20': 22.074009022487598, '05': 81.52328534171413, '34': 124.41568513504065, '22': 17.285802122493156, '06': 26.2859231504747, '31': 59.889619614495224, '36': 99.90369909834946, '35': 122.0540644277421}","{'57': -26.372433810026717, '20': -45.168277252812864, '05': -62.19029097608676, '34': -67.69809484553511, '22': -41.98252689547217, '06': -47.4435377967978, '31': -58.1723874218779, '36': -64.83928785066828, '35': -67.4484081639203}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 3)","((26.713550354160677, -80.05692510931783), (26.713550354160677, -80.05691504153504), (26.713559347376737, -80.05692510931783), (26.713559347376737, -80.05691504153504))","(26.71355485076871, -80.05692007542643)","{'57': 5.21409684578451, '20': 21.099134412029244, '05': 80.52500937465213, '34': 123.41582779841623, '22': 17.35998112087201, '06': 25.56260502521648, '31': 58.935084784321, '36': 98.92292631129726, '35': 121.06706156213166}","{'57': -26.367213583651363, '20': -44.57977994543047, '05': -62.02976430254578, '34': -67.5929665973614, '22': -42.03831823724111, '06': -47.079994071246006, '31': -57.9630581603756, '36': -64.71074943282984, '35': -67.3426208322754}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 4)","((26.713550354160677, -80.05691504153504), (26.713550354160677, -80.05690497375224), (26.713559347376737, -80.05691504153504), (26.713559347376737, -80.05690497375224))","(26.71355485076871, -80.05691000764364)","{'57': 5.401129813309591, '20': 20.126903966818507, '05': 79.5268219448709, '34': 122.41600216829676, '22': 17.491315780999546, '06': 24.858620019784016, '31': 57.98214460856952, '36': 97.94257910248089, '35': 120.08030371995338}","{'57': -26.826379244359316, '20': -43.96515001343407, '05': -61.86724960599163, '34': -67.48698655035827, '22': -42.13651519387994, '06': -46.71615125863524, '31': -57.7506690231352, '36': -64.58098686168121, '35': -67.23599411200848}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 5)","((26.713550354160677, -80.05690497375224), (26.713550354160677, -80.05689490596944), (26.713559347376737, -80.05690497375224), (26.713559347376737, -80.05689490596944))","(26.71355485076871, -80.05689993986084)","{'57': 5.758888121685015, '20': 19.15772025682395, '05': 78.5287264291568, '34': 121.4162090280558, '22': 17.67853231063695, '06': 24.17565711016426, '31': 57.030879022063544, '36': 96.96267037593621, '35': 119.09379699199366}","{'57': -27.66200002728227, '20': -43.32215560157038, '05': -61.702697405968266, '34': -67.38014084482981, '22': -42.27522697938241, '06': -46.353189400689885, '31': -57.53514274468527, '36': -64.44997780792053, '35': -67.12851503547049}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 6)","((26.713550354160677, -80.05689490596944), (26.713550354160677, -80.05688483818665), (26.713559347376737, -80.05689490596944), (26.713559347376737, -80.05688483818665))","(26.71355485076871, -80.05688987207805)","{'57': 6.258160538921358, '20': 18.192070231782346, '05': 77.53072637696738, '34': 120.41644918728521, '22': 17.91987933262917, '06': 23.515548003464467, '31': 56.08137324038, '36': 95.98321356147913, '35': 118.10754767101793}","{'57': -28.745241774791943, '20': -42.64830450013805, '05': -61.536056366382255, '34': -67.27241528149557, '22': -42.451893208601014, '06': -45.992493899359104, '31': -57.31639996509795, '36': -64.31769936746353, '35': -67.02017034456748}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 7)","((26.713550354160677, -80.05688483818665), (26.713550354160677, -80.05687477040385), (26.713559347376737, -80.05688483818665), (26.713559347376737, -80.05687477040385))","(26.71355485076871, -80.05687980429525)","{'57': 6.86815448730116, '20': 17.230548016889063, '05': 76.5328255234952, '34': 119.41672348170701, '22': 18.21320508948616, '06': 22.88027082402591, '31': 55.133718184992176, '36': 95.00422263801083, '35': 117.12156225812669}","{'57': -29.957042440132565, '20': -41.94081349257654, '05': -61.36727320267112, '34': -67.16379531022568, '22': -42.66343212056134, '06': -45.63567560229772, '31': -57.09435924180197, '36': -64.18412804311623, '35': -66.91094648226361}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 8)","((26.713550354160677, -80.05687477040385), (26.713550354160677, -80.05686470262106), (26.713559347376737, -80.05687477040385), (26.713559347376737, -80.05686470262106))","(26.71355485076871, -80.05686973651245)","{'57': 7.56212341696126, '20': 16.27388528869755, '05': 75.53502779955615, '34': 118.4170327768808, '22': 18.55604477478912, '06': 22.271950561514622, '31': 54.188010952909096, '36': 94.0257121578821, '35': 116.13584747687878}","{'57': -31.211153609450403, '20': -41.19657829349951, '05': -61.19629258243434, '34': -67.05426601872338, '22': -42.906403134340415, '06': -45.28458839798998, '31': -56.868937078459126, '36': -64.04923972557626, '35': -66.80082958462341}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 9)","((26.713550354160677, -80.05686470262106), (26.713550354160677, -80.05685463483826), (26.713559347376737, -80.05686470262106), (26.713559347376737, -80.05685463483826))","(26.71355485076871, -80.05685966872966)","{'57': 8.31907848930721, '20': 15.32299225207179, '05': 74.5373373474784, '34': 117.41737796546798, '22': 18.945710581428457, '06': 21.69285514788052, '31': 53.24435533468042, '36': 93.04769727655496, '35': 115.15041027576402}","{'57': -32.45409743567011, '20': -40.41214824054677, '05': -61.02305702060969, '34': -66.94381212001903, '22': -43.17716774042859, '06': -44.94134226999634, '31': -56.64004797420428, '36': -63.91300967432217, '35': -66.68980547123306}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 10)","((26.713550354160677, -80.05685463483826), (26.713550354160677, -80.05684456705546), (26.713559347376737, -80.05685463483826), (26.713559347376737, -80.05684456705546))","(26.71355485076871, -80.05684960094686)","{'57': 9.123355469764144, '20': 14.379013612991908, '05': 73.53975853275533, '34': 116.41775997367439, '22': 19.379378083146406, '06': 21.145385808278807, '31': 52.30286237690862, '36': 92.07019379109293, '35': 114.16525784373978}","{'57': -33.65647867422036, '20': -39.58371362707914, '05': -60.847506766963626, '34': -66.83241794045767, '22': -43.47203585191727, '06': -44.608309185330995, '31': -56.40760449508284, '36': -63.77541249889982, '35': -66.57785963672796}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 11)","((26.713550354160677, -80.05684456705546), (26.713550354160677, -80.05683449927267), (26.713559347376737, -80.05684456705546), (26.713559347376737, -80.05683449927267))","(26.71355485076871, -80.05683953316407)","{'57': 9.963501139585519, '20': 13.443406011599047, '05': 72.54229596046541, '34': 115.41817975701493, '22': 19.85416414922159, '06': 20.632060276719205, '31': 51.363651003714494, '36': 91.09321815957814, '35': 113.18039761623426}","{'57': -34.804200025317684, '20': -38.70712023681005, '05': -60.66957968688189, '34': -66.72006740597294, '22': -43.787389026855514, '06': -44.288118718777994, '31': -56.171517374407564, '36': -63.636422136662766, '35': -66.46497724089704}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 12)","((26.713550354160677, -80.05683449927267), (26.713550354160677, -80.05682443148987), (26.713559347376737, -80.05683449927267), (26.713559347376737, -80.05682443148987))","(26.71355485076871, -80.05682946538127)","{'57': 10.831171989153763, '20': 12.518046558541064, '05': 71.54495449380975, '34': 114.41863830507897, '22': 20.367193398627442, '06': 20.155487475636527, '31': 50.426848701417995, '36': 90.11678755514163, '35': 112.19583728927033}","{'57': -35.892104343691635, '20': -37.77793765591804, '05': -60.48921113444466, '34': -66.60674402878868, '22': -44.11977639993735, '06': -43.98363997163965, '31': -55.93169564709026, '36': -63.496011834478715, '35': -66.3511430993313}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 13)","((26.713550354160677, -80.05682443148987), (26.713550354160677, -80.05681436370708), (26.713559347376737, -80.05682443148987), (26.713559347376737, -80.05681436370708))","(26.71355485076871, -80.05681939759847)","{'57': 11.720256404208705, '20': 11.60538693268655, '05': 70.54773926841385, '34': 113.41913664364951, '22': 20.915651879394638, '06': 19.718332416445477, '31': 49.49259226572415, '36': 89.14091988326228, '35': 111.21158482723348}","{'57': -36.919954166556735, '20': -36.79162952352936, '05': -60.30633381598083, '34': -66.4924308932419, '22': -44.46598292529196, '06': -43.697946294439866, '31': -55.68804682240872, '36': -63.35415412429952, '35': -66.23634167295995}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 14)","((26.713550354160677, -80.05681436370708), (26.713550354160677, -80.05680429592428), (26.713559347376737, -80.05681436370708), (26.713559347376737, -80.05680429592428))","(26.71355485076871, -80.05680932981568)","{'57': 12.626231641686456, '20': 10.70867470066733, '05': 69.55065571386712, '34': 112.4196758343506, '22': 21.49682799401256, '06': 19.323270557309268, '31': 48.56102863717267, '36': 88.16563384003227, '35': 110.22764847664544}","{'57': -37.890053360785345, '20': -35.7439125647626, '05': -60.120877645440515, '34': -66.37711064069845, '22': -44.8230722254405, '06': -43.43425982346843, '31': -55.44047710738425, '36': -63.21082080362256, '35': -66.12055705787112}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 15)","((26.713550354160677, -80.05680429592428), (26.713550354160677, -80.05679422814148), (26.713559347376737, -80.05680429592428), (26.713559347376737, -80.05679422814148))","(26.71355485076871, -80.05679926203288)","{'57': 13.54570900977649, '20': 9.832274079482174, '05': 68.55370957632107, '34': 111.4202569758828, '22': 22.108141663093306, '06': 18.972931523472564, '31': 47.63231580863124, '36': 87.1909489414639, '35': 109.24403677851899}","{'57': -38.80589303542998, '20': -34.6314600675791, '05': -59.93276958973753, '34': -66.26076545398521, '22': -45.188407943854635, '06': -43.195873959264254, '31': -55.18889168327087, '36': -63.065982910801836, '35': -66.00377297455506}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 16)","((26.713550354160677, -80.05679422814148), (26.713550354160677, -80.05678416035869), (26.713559347376737, -80.05679422814148), (26.713559347376737, -80.05678416035869))","(26.71355485076871, -80.05678919425009)","{'57': 14.476115897353049, '20': 8.982132546768234, '05': 67.55690693897073, '34': 110.4208812072006, '22': 22.747163241103035, '06': 18.669833153113416, '31': 46.706623835193554, '36': 86.21688557645572, '35': 108.26075858531121}","{'57': -39.67140232475152, '20': -33.45322456700181, '05': -59.74193350258965, '34': -66.1433770413563, '22': -45.559658108955496, '06': -42.98605388506423, '31': -54.93319505091403, '36': -62.9196107027772, '35': -65.88597275726416}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 17)","((26.713550354160677, -80.05678416035869), (26.713550354160677, -80.05677409257589), (26.713559347376737, -80.05678416035869), (26.713559347376737, -80.05677409257589))","(26.71355485076871, -80.05677912646729)","{'57': 15.415473465024728, '20': 8.166455066077228, '05': 66.56025424924329, '34': 109.42154970963219, '22': 23.41162397017076, '06': 18.41630807491242, '31': 45.78413594964672, '36': 85.24346505163889, '35': 107.27782306233425}","{'57': -40.490546821705735, '20': -32.21284808526066, '05': -59.54828994757176, '34': -66.02492661961344, '22': -45.934786981065145, '06': -42.80791792261467, '31': -54.673291455373885, '36': -62.771673630585056, '35': -65.76713934105723}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 18)","((26.713550354160677, -80.05677409257589), (26.713550354160677, -80.0567640247931), (26.713559347376737, -80.05677409257589), (26.713559347376737, -80.0567640247931))","(26.71355485076871, -80.0567690586845)","{'57': 16.362240209122877, '20': 7.396652172980294, '05': 65.56375834457623, '34': 108.42226370670217, '22': 24.099419745645456, '06': 18.2144264279118, '31': 44.8650497948252, '36': 84.27070963975163, '35': 106.29523971953407}","{'57': -41.26712370454688, '20': -30.92289667647676, '05': -59.351756007835434, '34': -65.90539489618382, '22': -46.31203835993788, '06': -42.66430577693189, '31': -54.409085404050025, '36': -62.622140314300204, '35': -65.64725525201256}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 19)","((26.713550354160677, -80.0567640247931), (26.713550354160677, -80.0567539570103), (26.713559347376737, -80.0567640247931), (26.713559347376737, -80.0567539570103))","(26.71355485076871, -80.0567589909017)","{'57': 17.31520080528573, '20': 6.688582073251241, '05': 64.56742648507814, '34': 107.42302446819247, '22': 24.80860981347976, '06': 18.065919597969742, '31': 43.94957878449701, '36': 83.29864264884985, '35': 105.31301841361099}","{'57': -42.00466675450058, '20': -29.611862596398378, '05': -59.15224508296517, '34': -65.78476205088856, '22': -46.689913639927994, '06': -42.55764297343026, '31': -54.14048229471855, '36': -62.47097852010029, '35': -65.52630259339813}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 20)","((26.713550354160677, -80.0567539570103), (26.713550354160677, -80.0567438892275), (26.713559347376737, -80.0567539570103), (26.713559347376737, -80.0567438892275))","(26.71355485076871, -80.0567489231189)","{'57': 18.273386248847714, '20': 6.063908698002338, '05': 63.571266383368325, '34': 106.42383331155487, '22': 25.537411839049643, '06': 17.97211077028782, '31': 43.03795361608405, '36': 82.32728845867686, '35': 104.33116936849966}","{'57': -42.7064118040586, '20': -28.33442039091379, '05': -58.94966666983426, '34': -65.6630077165462, '22': -47.06714719178289, '06': -42.48981338149421, '31': -53.867389175814026, '36': -62.31815513116561, '35': -65.40426303353635}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 21)","((26.713550354160677, -80.0567438892275), (26.713550354160677, -80.05673382144471), (26.713559347376737, -80.0567438892275), (26.713559347376737, -80.05673382144471))","(26.71355485076871, -80.0567388553361)","{'57': 19.236015775374497, '20': 5.550859304126732, '05': 62.57528624218168, '34': 105.42469160385315, '22': 26.284194483028124, '06': 17.933858311833863, '31': 42.13042393980892, '36': 81.3566726015252, '35': 103.34970319620079}","{'57': -43.37529451793719, '20': -27.182647367387318, '05': -58.74392612817296, '34': -65.5401109587356, '22': -47.442680940354826, '06': -42.46205280852736, '31': -53.5897156588477, '36': -62.16363612431847, '35': -65.2811177932147}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 22)","((26.713550354160677, -80.05673382144471), (26.713550354160677, -80.05672375366191), (26.713559347376737, -80.05673382144471), (26.713559347376737, -80.05672375366191))","(26.71355485076871, -80.05672878755331)","{'57': 20.202454123113743, '20': 5.18269052505457, '05': 61.57949479356447, '34': 104.42560076441079, '22': 27.04746845182459, '06': 17.95151737878932, '31': 41.227260219233784, '36': 80.38682182579724, '35': 102.36863090631789}","{'57': -44.01396465753741, '20': -26.288499076231016, '05': -58.534924428136435, '34': -65.41605025469343, '22': -47.81563946812525, '06': -42.474875696635586, '31': -53.30737501527558, '36': -62.0073865429089, '35': -65.15684763113765}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 23)","((26.713550354160677, -80.05672375366191), (26.713550354160677, -80.05671368587912), (26.713559347376737, -80.05672375366191), (26.713559347376737, -80.05671368587912))","(26.71355485076871, -80.05671871977052)","{'57': 21.17217971923111, '20': 4.991564375062566, '05': 60.58390134301276, '34': 103.42656226693089, '22': 27.825876684316547, '06': 18.0249236403184, '31': 40.32875577928851, '36': 79.41776415532698, '35': 101.38796393536335}","{'57': -44.62480793579332, '20': -25.79894107543936, '05': -58.32255787888307, '34': -65.29080347114242, '22': -48.18530646516701, '06': -42.52804378829342, '31': -53.02028548248271, '36': -61.84937046780812, '35': -65.03143283128895}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 24)","((26.713550354160677, -80.05671368587912), (26.713550354160677, -80.05670361809632), (26.713559347376737, -80.05671368587912), (26.713559347376737, -80.05670361809632))","(26.71355485076871, -80.05670865198772)","{'57': 22.14476071991509, '20': 4.997833580705554, '05': 59.58851581255244, '34': 102.4275776439086, '22': 28.61818426597804, '06': 18.153400841478284, '31': 39.435229099727366, '36': 78.44952898436665, '35': 100.4077141580583}","{'57': -45.20997054031782, '20': -25.81529450406145, '05': -58.10671783503273, '34': -65.16434784134663, '22': -48.55110305124621, '06': -42.62058070071806, '31': -52.72837182733549, '36': -61.689550993015416, '35': -64.90485318744288}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 25)","((26.713550354160677, -80.05670361809632), (26.713550354160677, -80.05669355031353), (26.713559347376737, -80.05670361809632), (26.713559347376737, -80.05669355031353))","(26.71355485076871, -80.05669858420492)","{'57': 23.11983677297643, '20': 5.200784349022334, '05': 58.59334880076652, '34': 101.4286484862792, '22': 29.42326837303295, '06': 18.335791387436103, '31': 38.5470263359677, '36': 77.4821471482079, '35': 99.4278939152284}","{'57': -45.77138368964634, '20': -26.333906163673692, '05': -57.8872903828277, '34': -65.03665994044559, '22': -48.912568172162835, '06': -42.75083055694874, '31': -52.4315671975838, '36': -61.52789019623281, '35': -64.77708798917206}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 26)","((26.713550354160677, -80.05669355031353), (26.713550354160677, -80.05668348253073), (26.713559347376737, -80.05669355031353), (26.713559347376737, -80.05668348253073))","(26.71355485076871, -80.05668851642213)","{'57': 24.09710499692382, '20': 5.578993364812878, '05': 57.598411633114736, '34': 100.42977644959691, '22': 30.240108573585342, '06': 18.570506812724382, '31': 37.664524136559656, '36': 76.51565101252015, '35': 98.44851603040043}","{'57': -46.31078688057964, '20': -27.248516127904704, '05': -57.66415599801532, '34': -64.90771566042525, '22': -49.269341164458794, '06': -42.916553471478885, '31': -52.129815325386915, '36': -61.36434911134556, '35': -64.6481160057763}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 27)","((26.713550354160677, -80.05668348253073), (26.713550354160677, -80.05667341474793), (26.713559347376737, -80.05668348253073), (26.713559347376737, -80.05667341474793))","(26.71355485076871, -80.05667844863933)","{'57': 25.07630909671738, '20': 6.099948182932393, '05': 56.60371642972944, '34': 99.43096325544712, '22': 31.067777599815795, '06': 18.855593191599972, '31': 36.78813275124918, '36': 75.55007456621654, '35': 97.46959383805124}","{'57': -46.82974921358479, '20': -28.411625156087663, '05': -57.43718917879355, '34': -64.77749018323246, '22': -49.621146408257104, '06': -43.11504677311196, '31': -51.82307313045683, '36': -61.19888770041104, '35': -64.51791547106521}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 28)","((26.713550354160677, -80.05667341474793), (26.713550354160677, -80.05666334696514), (26.713559347376737, -80.05667341474793), (26.713559347376737, -80.05666334696514))","(26.71355485076871, -80.05666838085654)","{'57': 26.057230826990924, '20': 6.73058396211253, '05': 55.60927617533187, '34': 98.4322106951547, '22': 31.905432722569348, '06': 19.188805583077674, '31': 35.9182994872204, '36': 74.58545352880105, '35': 96.49114120797066}","{'57': -47.32968858607014, '20': -29.693423170653126, '05': -57.20625804773227, '34': -64.64595795285051, '22': -49.96777995660425, '06': -43.343279061891714, '31': -51.51131379946647, '36': -61.03146482707888, '35': -64.38646406697046}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 29)","((26.713550354160677, -80.05666334696514), (26.713550354160677, -80.05665327918234), (26.713559347376737, -80.05666334696514), (26.713559347376737, -80.05665327918234))","(26.71355485076871, -80.05665831307374)","{'57': 27.03968325648677, '20': 7.443073617464636, '05': 54.615104795856965, '34': 97.43352063331459, '22': 32.7523077516596, '06': 19.567685572022963, '31': 35.05551252691392, '36': 73.62182545665402, '35': 95.51317257174631}","{'57': -47.81188877988342, '20': -31.004410216123375, '05': -56.9712239205224, '34': -64.51309264594522, '22': -50.30909796441101, '06': -43.5980246165329, '31': -51.19453041307184, '36': -60.86203822888098, '35': -64.25373890673632}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 30)","((26.713550354160677, -80.05665327918234), (26.713550354160677, -80.05664321139955), (26.713559347376737, -80.05665327918234), (26.713559347376737, -80.05664321139955))","(26.71355485076871, -80.05664824529094)","{'57': 28.023505395847522, '20': 8.216150012030504, '05': 53.621217246906674, '34': 96.43489501044078, '22': 33.60770570531507, '06': 19.989636599782266, '31': 34.20030515933718, '36': 72.65922985567154, '35': 94.53570294712873}","{'57': -48.27751455836129, '20': -32.29189158377547, '05': -56.73194083929418, '34': -64.37886714089885, '22': -50.645006746981444, '06': -43.87598774988857, '31': -50.872740215676565, '36': -60.69056448967725, '35': -64.11971651708738}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 31)","((26.713550354160677, -80.05664321139955), (26.713550354160677, -80.05663314361675), (26.713559347376737, -80.05664321139955), (26.713559347376737, -80.05663314361675))","(26.71355485076871, -80.05663817750815)","{'57': 29.008557883676655, '20': 9.034273016538632, '05': 52.627629608737834, '34': 95.43633585090986, '22': 34.47099209509267, '06': 20.45199300663045, '31': 33.35326042769413, '36': 71.69770831121407, '35': 93.55874797934128}","{'57': -48.7276249524837, '20': -33.528637106241504, '05': -56.48825506541583, '34': -64.24325348597449, '22': -50.97545426601507, '06': -44.173909847534645, '31': -50.54598961661124, '36': -60.51699901432769, '35': -63.98437282196942}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
